description_length,type,priority,estimated_days,story_points,num_comments,avg_comment_length,sprint_days_given,is_problematic
150,Story,Minor,0,5,1,167.0000,62,1
0,Story,Minor,0,8,5,451.0000,54,1
0,Story,Minor,0,3,1,94.0000,54,1
265,Story,Minor,0,3,1,60.0000,1,1
212,Story,Minor,0,8,1,60.0000,18,1
1248,Bug,Minor,0,1,4,241.0000,1,1
157,Story,Minor,0,1,1,60.0000,19,1
197,Story,Minor,0,2,1,68.0000,19,1
871,Bug,Minor,0,5,2,77.0000,19,1
236,Story,Minor,0,5,1,659.0000,170,1
759,Bug,Minor,0,1,1,79.0000,4,1
0,Story,Minor,0,1,1,60.0000,4,1
156,Bug,Critical,0,2,1,43.0000,21,1
376,Story,Minor,0,1,3,144.3333,5,1
614,Bug,Minor,0,1,4,441.2500,61,1
251,Bug,Minor,0,1,,,26,1
211,Story,Minor,0,2,,,65,1
341,Story,Major,0,5,2,151.5000,65,1
0,Story,Minor,0,1,,,65,1
1104,Bug,Minor,0,1,4,102.2500,28,1
171,Bug,Major,0,1,3,153.6667,12,1
545,Story,Minor,0,3,1,97.0000,66,1
245,Story,Minor,0,3,,,29,1
298,Story,Minor,0,5,1,110.0000,104,1
375,Story,Minor,0,5,2,150.0000,240,1
299,Story,Minor,0,0,1,61.0000,30,1
575,Story,Major,0,3,3,63.0000,15,1
74,Technical task,Minor,0,5,,,33,1
224,Technical task,Minor,0,3,1,148.0000,16,1
552,Improvement,Minor,0,2,,,135,1
145,Story,Minor,0,8,,,121,1
0,Story,Minor,0,5,,,33,1
0,Story,Minor,0,3,,,33,1
130,Story,Minor,0,3,2,57.0000,70,1
151,Technical task,Minor,0,3,1,60.0000,16,1
157,Story,Minor,0,8,1,220.0000,136,1
159,Story,Minor,0,8,1,52.0000,34,1
425,Story,Minor,0,5,,,34,1
292,Bug,Minor,0,1,4,88.0000,18,1
186,Story,Minor,0,5,1,156.0000,35,1
425,Story,Minor,0,8,,,18,1
298,Story,Minor,0,1,,,1,1
144,Story,Minor,0,8,,,19,1
92,Story,Minor,0,1,1,71.0000,19,1
786,Improvement,Minor,0,2,3,157.0000,19,1
200,Story,Minor,0,5,,,2,1
212,Story,Minor,0,8,,,74,1
195,Story,Minor,0,8,,,74,1
170,Technical task,Minor,0,8,,,74,1
503,Story,Minor,0,8,,,74,1
334,Story,Minor,0,1,1,96.0000,4,1
95,Bug,Blocker,0,3,1,40.0000,4,1
577,Story,Major,0,0,6,112.3333,22,1
126,Story,Minor,0,8,1,265.0000,22,1
134,Technical task,Minor,0,1,2,143.0000,5,1
127,Technical task,Minor,0,1,2,88.0000,5,1
129,Technical task,Minor,0,2,1,90.0000,76,1
158,Story,Minor,0,0,,,5,1
245,Bug,Critical,0,5,1,60.0000,5,1
726,Bug,Critical,0,3,2,86.0000,5,1
248,Bug,Minor,0,3,1,60.0000,40,1
594,Story,Minor,0,5,4,302.0000,40,1
0,Story,Minor,0,3,,,6,1
246,Story,Minor,0,5,2,189.0000,6,1
99,Story,Minor,0,1,,,7,1
476,Story,Minor,0,2,,,24,1
147,Story,Minor,0,8,2,91.0000,41,1
358,Story,Minor,0,5,1,60.0000,24,1
630,Bug,Major,0,5,,,25,1
55,Story,Blocker,0,1,,,8,1
254,Story,Minor,0,0,1,99.0000,43,1
70,Technical task,Minor,0,0,1,25.0000,9,1
109,Technical task,Minor,0,0,,,9,1
11424,Bug,Blocker,0,3,1,425.0000,9,1
144,Story,Minor,0,1,,,12,1
1069,Bug,Major,0,3,2,91.0000,13,1
154,Bug,Minor,0,3,,,14,1
198,Story,Minor,0,4,,,31,1
181,Story,Minor,0,4,1,60.0000,14,1
0,Story,Minor,0,1,,,14,1
724,Bug,Minor,0,3,1,104.0000,48,1
122,Story,Minor,0,3,,,14,1
8816,Bug,Minor,0,1,,,15,1
1477,Improvement,Major,0,5,2,874.0000,199,1
198,Story,Minor,0,8,1,108.0000,16,1
216,Story,Minor,0,3,1,59.0000,16,1
135,Story,Minor,0,8,7,367.4286,33,1
96,Technical task,Minor,0,8,,,16,1
286,Story,Minor,0,8,,,16,1
230,Story,Minor,0,4,2,36.0000,19,1
61,Story,Minor,0,8,1,112.0000,19,1
102,Technical task,Minor,0,0,,,1,1
0,Story,Minor,0,8,1,43.0000,20,1
185,Story,Minor,0,5,2,616.0000,142,1
146,Story,Minor,0,2,2,111.0000,20,1
343,Technical task,Minor,0,5,,,145,1
190,Story,Minor,0,2,,,5,1
70,Story,Minor,0,5,,,26,1
1164,Story,Minor,0,1,,,8,1
972,Story,Minor,0,1,,,8,1
395,Story,Minor,0,3,,,26,1
414,Story,Minor,0,2,,,26,1
1131,Story,Minor,0,3,,,26,1
404,Story,Minor,0,3,,,26,1
394,Story,Minor,0,3,,,26,1
953,Story,Minor,0,3,,,26,1
518,Bug,Minor,0,1,2,139.5000,8,1
162,Story,Minor,0,3,1,94.0000,27,1
264,Story,Minor,0,3,1,60.0000,27,1
231,Story,Minor,0,3,1,28.0000,11,1
150,Story,Minor,0,5,1,681.0000,11,1
395,Story,Minor,0,3,,,12,1
414,Story,Minor,0,3,,,12,1
117,Story,Minor,0,5,,,12,1
70,Technical task,Minor,0,1,,,12,1
200,Technical task,Minor,0,2,,,64,1
145,Technical task,Minor,0,0,2,208.0000,64,1
108,Story,Minor,0,1,1,636.0000,12,1
102,Story,Minor,0,8,1,452.0000,16,1
395,Story,Minor,0,1,1,153.0000,16,1
414,Story,Minor,0,1,1,153.0000,16,1
404,Story,Minor,0,1,1,153.0000,16,1
394,Story,Minor,0,1,1,153.0000,16,1
136,Story,Minor,0,1,2,355.0000,16,1
240,Improvement,Minor,0,1,1,94.0000,2,1
748,Story,Minor,0,2,4,137.7500,3,1
202,Technical task,Minor,0,1,,,17,1
343,Bug,Major,0,1,,,3,1
405,Bug,Major,0,1,4,113.2500,36,1
964,Bug,Minor,0,5,2,50.5000,18,1
554,Improvement,Major,0,5,1,56.0000,18,1
0,Story,Minor,0,2,,,18,1
107,Bug,Minor,0,1,,,5,1
1692,Bug,Blocker,0,1,4,110.0000,54,1
237,Technical task,Minor,0,2,1,99.0000,8,1
483,Bug,Minor,0,5,,,22,1
215,Story,Minor,0,5,,,40,1
138,Story,Minor,0,5,,,9,1
66,Story,Minor,0,8,1,60.0000,23,1
84,Story,Minor,0,2,2,91.0000,41,1
453,Story,Minor,0,8,,,41,1
186,Story,Minor,0,3,7,243.2857,44,1
2413,Bug,Major,0,2,1,56.0000,12,1
151,Story,Minor,0,3,1,22.0000,47,1
118,Story,Minor,0,2,,,29,1
177,Story,Minor,0,2,1,22.0000,47,1
316,Story,Minor,0,8,2,26.5000,29,1
145,Technical task,Minor,0,0,2,111.0000,47,1
653,Improvement,Minor,0,8,1,62.0000,31,1
290,Improvement,Minor,0,5,1,104.0000,49,1
874,Improvement,Minor,0,5,,,17,1
281,Improvement,Minor,0,3,,,17,1
51,Story,Major,0,3,2,114.0000,0,1
965,Bug,Major,0,1,2,87.5000,1,1
181,Technical task,Minor,0,1,1,133.0000,37,1
171,Story,Major,0,1,,,5,1
253,Story,Minor,0,3,1,94.0000,23,1
138,Story,Critical,0,8,2,72.5000,23,1
237,Story,Minor,0,3,1,59.0000,55,1
0,Story,Minor,0,1,1,107.0000,25,1
2572,Bug,Minor,0,5,2,511.0000,8,1
160,Story,Minor,0,3,1,69.0000,8,1
181,Story,Minor,0,5,4,826.0000,28,1
63,Story,Minor,0,1,2,36.0000,29,1
354,Story,Minor,0,8,3,163.0000,29,1
258,Bug,Minor,0,3,2,96.0000,61,1
108,Technical task,Minor,0,1,,,62,1
35,Improvement,Minor,0,1,,,62,1
143,Story,Minor,0,1,,,12,1
144,Story,Minor,0,1,1,56.0000,12,1
247,Story,Major,0,5,,,12,1
331,Story,Minor,0,1,,,13,1
488,Story,Minor,0,1,,,13,1
258,Story,Minor,0,3,1,544.0000,185,1
219,Improvement,Minor,0,2,2,131.0000,265,1
164,Story,Minor,0,3,,,279,1
313,Story,Minor,0,5,8,155.5000,81,1
183,Story,Minor,0,3,1,50.0000,64,1
147,Story,Minor,0,8,3,132.6667,98,1
352,Story,Major,0,8,,,46,1
336,Story,Major,0,5,,,81,1
511,Story,Major,0,1,,,14,1
107,Story,Minor,0,5,,,32,1
1203,Technical task,Minor,0,0,3,321.3333,225,1
587,Bug,Major,0,5,1,56.0000,53,1
424,Bug,Minor,0,2,2,39.5000,57,1
313,Bug,Minor,0,3,1,60.0000,78,1
213,Story,Minor,0,3,1,104.0000,100,1
242,Story,Minor,0,5,1,187.0000,24,1
118,Story,Minor,0,8,1,94.0000,86,1
152,Story,Minor,0,3,,,68,1
312,Story,Minor,0,5,2,88.5000,28,1
187,Story,Minor,0,2,2,86.0000,28,1
96,Story,Minor,0,5,2,88.5000,28,1
329,Story,Minor,0,3,2,88.5000,28,1
288,Improvement,Minor,0,2,3,116.3333,28,1
118,Story,Minor,0,5,3,159.3333,28,1
240,Story,Minor,0,1,4,1350.2500,106,1
256,Story,Minor,0,5,2,247.5000,57,1
100,Story,Minor,0,2,1,56.0000,128,1
1687,Bug,Major,0,0,12,290.6667,80,1
89,Bug,Minor,0,1,2,77.0000,172,1
45,Improvement,Minor,0,2,1,56.0000,20,1
263,Technical task,Minor,0,2,,,227,1
366,Story,Major,0,5,1,222.0000,73,1
105,Improvement,Minor,0,3,1,45.0000,20,1
179,Story,Minor,0,8,5,332.8000,22,1
76,Story,Minor,0,3,1,104.0000,75,1
109,Story,Minor,0,3,3,272.6667,75,1
200,Story,Minor,0,4,2,660.0000,22,1
191,Improvement,Minor,0,1,1,104.0000,25,1
316,Story,Minor,0,2,1,71.0000,79,1
179,Improvement,Major,0,8,3,112.3333,28,1
0,Bug,Minor,0,2,1,70.0000,0,1
126,Improvement,Minor,0,1,,,1,1
750,Bug,Minor,0,1,,,1,1
481,Bug,Critical,0,3,2,213.5000,1,1
276,Bug,Minor,0,1,1,69.0000,1,1
527,Story,Minor,0,2,,,1,1
892,Story,Minor,0,1,4,338.2500,298,1
135,Bug,Minor,0,1,3,107.0000,1,1
143,Story,Minor,0,1,,,1,1
434,Story,Minor,0,2,1,227.0000,1,1
186,Story,Minor,0,2,,,1,1
349,Story,Minor,0,5,6,582.5000,96,1
65,Improvement,Minor,0,3,2,96.0000,1,1
761,Story,Minor,0,2,1,93.0000,1,1
63,Improvement,Major,0,1,1,69.0000,3,1
65,Story,Minor,0,24,1,573.0000,31,1
75,Bug,Minor,0,1,2,134.5000,4,1
242,Bug,Major,0,3,2,147.5000,4,1
115,Improvement,Minor,0,2,1,71.0000,4,1
574,Story,Minor,0,2,3,590.3333,4,1
231,Bug,Minor,0,2,5,159.8000,32,1
0,Story,Minor,0,1,,,5,1
187,Story,Minor,0,3,,,5,1
0,Story,Minor,0,2,1,94.0000,5,1
239,Story,Minor,0,1,2,82.5000,6,1
181,Story,Critical,0,3,9,222.5556,6,1
307,Story,Minor,0,4,,,6,1
263,Improvement,Minor,0,2,2,306.0000,6,1
1489,Bug,Minor,0,3,1,94.0000,6,1
3382,Bug,Major,0,12,8,850.2500,34,1
431,Story,Minor,0,5,1,20.0000,7,1
0,Story,Minor,0,1,,,8,1
165,Story,Minor,0,1,1,94.0000,8,1
1156,Bug,Major,0,3,3,63.0000,11,1
188,Bug,Major,0,4,2,82.5000,11,1
1081,Bug,Major,0,4,3,465.3333,11,1
0,Improvement,Major,0,2,3,120.6667,11,1
288,Story,Major,0,4,14,197.5714,11,1
345,Story,Minor,0,1,5,169.0000,11,1
938,Story,Minor,0,5,3,113.0000,1,1
86,Bug,Minor,1,1,2,88.5000,1,1
18057,Story,Major,0,5,6,227.6667,2,1
218,Story,Major,0,8,1,106.0000,2,1
2186,Story,Minor,0,3,1,106.0000,2,1
0,Story,Minor,0,7,2,93.0000,2,1
215,Bug,Minor,0,1,1,71.0000,3,1
163,Bug,Critical,0,2,1,196.0000,3,1
0,Story,Minor,0,3,1,94.0000,3,1
1210,Bug,Major,0,5,2,121.5000,3,1
7434,Bug,Major,0,3,3,68.6667,14,1
199,Story,Minor,0,3,2,88.0000,3,1
1580,Improvement,Major,0,3,4,88.7500,96,1
211,Story,Minor,0,0.2,2,77.0000,4,1
1642,Story,Minor,0,3,,,4,1
341,Story,Blocker,0,2,4,149.0000,4,1
131,Improvement,Minor,0,1,2,82.5000,4,1
295,Story,Minor,0,3,2,110.5000,17,1
3098,Bug,Major,0,1,2,75.0000,7,1
16240,Bug,Critical,0,5,4,124.5000,7,1
0,Story,Minor,0,1,1,140.0000,7,1
172,Bug,Major,0,3,8,964.5000,18,1
24643,Bug,Critical,0,1,1,106.0000,8,1
0,Story,Minor,0,2,3,210.6667,19,1
100,Story,Minor,0,1,1,71.0000,8,1
64,Story,Minor,0,3,,,8,1
3922,Bug,Blocker,0,3,1,56.0000,8,1
0,Improvement,Major,0,1,,,20,1
66,Story,Minor,0,3,,,9,1
277,Bug,Blocker,0,3,1,69.0000,9,1
94,Story,Minor,0,3,,,9,1
0,Story,Major,0,1,,,9,1
4246,Story,Minor,0,2,,,9,1
67,Story,Critical,0,4,2,135.0000,20,1
235,Story,Critical,0,3,8,237.8750,20,1
0,Improvement,Major,0,1,1,60.0000,20,1
221,Story,Minor,0,1,4,176.0000,21,1
534,Improvement,Trivial,0,1,1,94.0000,21,1
143,Story,Critical,0,4,5,145.6000,10,1
437,Story,Minor,0,2,1,94.0000,10,1
0,Story,Minor,0,1,,,22,1
104,Improvement,Minor,0,1,,,22,1
536,Bug,Major,0,1,3,99.3333,22,1
1211,Improvement,Major,0,0,9,300.1111,22,1
87,Story,Minor,0,3,2,82.5000,14,1
809,Bug,Major,0,3,4,203.0000,27,1
56,Story,Minor,0,1,3,93.0000,28,1
0,Story,Major,0,2,,,17,1
101,Story,Minor,0,1,1,94.0000,17,1
422,Story,Major,0,3,3,79.6667,17,1
342,Story,Major,0,1,1,94.0000,17,1
1829,Bug,Minor,0,2,2,86.5000,1,1
1839,Bug,Minor,0,4,3,112.0000,1,1
153,Improvement,Minor,0,2,,,1,1
311,Improvement,Minor,0,3,10,421.4000,19,1
0,Story,Major,0,3,4,220.5000,21,1
0,Story,Major,0,4,1,55.0000,4,1
308,Story,Critical,0,4,5,189.2000,32,1
0,Story,Major,0,1,1,34.0000,21,1
0,Story,Major,0,2,2,60.0000,21,1
74,Story,Minor,0,1,2,114.0000,4,1
113,Story,Minor,0,8,,,4,1
539,Improvement,Minor,0,4,1,59.0000,4,1
0,Improvement,Minor,0,1,,,21,1
304,Story,Minor,0,3,1,25.0000,5,1
191,Story,Minor,0,2,2,113.0000,6,1
57,Story,Minor,0,3,2,94.0000,24,1
254,Story,Minor,0,3,1,28.0000,130,1
306,Story,Minor,0,2,,,116,1
401,Story,Minor,0,2,2,53.0000,165,1
218,Story,Minor,0,5,1,126.0000,116,1
441,Story,Minor,0,2,,,116,1
223,Story,Minor,0,4,,,24,1
390,Story,Major,0,4,4,216.2500,25,1
369,Bug,Minor,0,1,1,94.0000,8,1
82,Story,Minor,0,1,,,11,1
386,Bug,Major,0,5,2,321.5000,11,1
76,Improvement,Minor,0,1,5,521.4000,11,1
634,Improvement,Minor,0,5,1,35.0000,121,1
306,Story,Minor,0,5,2,257.0000,12,1
431,Bug,Minor,0,3,2,86.5000,14,1
76,Story,Minor,0,3,,,31,1
243,Bug,Major,0,3,2,76.5000,14,1
127,Story,Minor,0,5,4,72.7500,14,1
0,Story,Minor,0,1,1,94.0000,14,1
594,Story,Minor,0,5,2,76.5000,14,1
288,Story,Minor,0,3,2,105.5000,14,1
59,Improvement,Minor,0,5,1,102.0000,18,1
872,Bug,Minor,0,3,1,94.0000,18,1
146,Story,Major,0,4,2,221.0000,35,1
298,Story,Minor,0,5,2,237.5000,19,1
335,Story,Minor,0,3,2,116.5000,19,1
596,Story,Minor,0,3,2,61.0000,19,1
541,Technical task,Major,0,4,1,303.0000,19,1
504,Technical task,Major,0,6,1,94.0000,19,1
107,Improvement,Major,0,8,4,266.5000,19,1
667,Story,Major,0,8,1,79.0000,19,1
322,Bug,Major,0,3,,,20,1
2155,Improvement,Minor,0,1,1,978.0000,48,1
164,Story,Major,0,2,1,16.0000,38,1
105,Story,Minor,0,2,1,94.0000,2,1
187,Story,Minor,0,1,3,44.0000,22,1
651,Improvement,Major,0,2,3,330.6667,22,1
191,Improvement,Major,0,2,2,29.5000,53,1
0,Improvement,Minor,0,5,1,94.0000,53,1
48,Story,Minor,0,1,1,49.0000,25,1
421,Story,Major,0,8,1,37.0000,42,1
190,Story,Minor,0,5,1,69.0000,25,1
0,Story,Minor,0,2,2,38.0000,25,1
228,Bug,Major,0,5,,,25,1
90,Story,Minor,0,3,1,165.0000,25,1
0,Story,Minor,0,8,,,26,1
0,Story,Minor,0,1,1,56.0000,7,1
117,Story,Minor,0,2,1,94.0000,26,1
460,Story,Minor,0,1,2,274.0000,117,1
8329,Bug,Minor,0,5,2,236.0000,26,1
0,Story,Minor,0,3,1,59.0000,8,1
98,Story,Minor,0,3,1,70.0000,8,1
142,Story,Minor,0,8,,,168,1
139,Story,Minor,0,5,1,94.0000,8,1
25760,Bug,Minor,0,2,4,65.7500,10,1
690,Story,Minor,0,8,1,9.0000,10,1
560,Bug,Minor,0,5,7,150.7143,29,1
888,Improvement,Minor,0,1,2,37.5000,10,1
194,Story,Minor,0,5,2,96.5000,153,1
93,Story,Minor,0,4,1,137.0000,49,1
44,Story,Minor,0,3,2,76.5000,13,1
59,Story,Minor,0,5,1,94.0000,13,1
123,Story,Minor,0,5,2,85.5000,13,1
70,Story,Minor,0,10,,,32,1
529,Improvement,Major,0,10,3,306.3333,1,1
529,Story,Major,0,2,2,86.5000,1,1
679,Story,Major,0,20,2,88.5000,33,1
3,Story,Minor,0,8,,,33,1
0,Story,Minor,0,1,1,210.0000,2,1
260,Bug,Major,0,4,4,162.2500,15,1
333,Story,Minor,0,5,1,9.0000,2,1
1998,Bug,Minor,0,1,1,94.0000,2,1
146,Story,Minor,1,3,1,59.0000,34,1
251,Story,Minor,0,3,2,86.0000,35,1
956,Story,Critical,0,2,3,227.0000,3,1
37,Story,Minor,0,1,,,3,1
0,Story,Minor,0,2,1,75.0000,3,1
0,Story,Minor,0,2,,,3,1
0,Story,Minor,0,4,4,205.5000,3,1
630,Improvement,Major,0,8,16,438.5000,35,1
1444,Bug,Minor,0,5,2,441.0000,17,1
950,Bug,Major,0,2,1,188.0000,36,1
746,Bug,Minor,0,2,2,86.5000,7,1
102,Story,Minor,0,3,2,78.5000,7,1
0,Story,Minor,0,2,1,25.0000,7,1
666,Bug,Trivial,0,4,3,375.6667,39,1
297,Story,Trivial,0,3,6,179.3333,56,1
335,Story,Major,0,8,1,116.0000,40,1
278,Bug,Minor,0,2,3,227.3333,8,1
33,Story,Minor,0,8,3,191.0000,68,1
55,Story,Minor,0,1,1,59.0000,8,1
862,Story,Major,0,4,1,336.0000,8,1
471,Improvement,Major,0,5,17,828.9412,41,1
0,Story,Minor,0,2,4,119.5000,69,1
522,Improvement,Critical,0,1,2,76.5000,0,1
132,Improvement,Minor,0,1,1,94.0000,0,1
4629,Bug,Major,0,2,1,94.0000,1,1
8344,Improvement,Major,0,5,3,341.6667,1,1
0,Improvement,Minor,0,1,1,94.0000,1,1
0,Story,Minor,0,2,,,2,1
453,Story,Major,0,3,8,267.7500,2,1
0,Story,Major,0,1,,,2,1
0,Story,Minor,0,3,1,28.0000,2,1
2920,Bug,Major,0,2,1,104.0000,2,1
0,Story,Critical,0,4,9,208.7778,12,1
240,Story,Minor,0,2,2,67.5000,26,1
133,Story,Minor,0,3,2,85.5000,5,1
376,Improvement,Minor,0,1,1,106.0000,27,1
206,Story,Minor,0,4,1,152.0000,5,1
367,Bug,Minor,0,1,2,85.5000,6,1
413,Story,Minor,0,1,1,42.0000,6,1
363,Story,Minor,0,3,1,81.0000,6,1
70,Story,Minor,0,5,,,7,1
606,Bug,Major,0,4,2,88.5000,7,1
1981,Bug,Critical,0,1,5,186.6000,7,1
338,Story,Critical,0,3,3,93.3333,7,1
199,Story,Minor,0,5,1,195.0000,7,1
201,Story,Minor,0,1,12,273.5000,65,1
725,Bug,Minor,0,3,5,202.2000,48,1
0,Story,Minor,0,1,1,94.0000,8,1
0,Story,Minor,0,5,,,9,1
573,Story,Major,0,8,5,242.0000,130,1
105,Story,Minor,0,4,1,108.0000,9,1
0,Story,Minor,0,5,,,9,1
441,Story,Major,0,3,3,307.3333,51,1
2507,Bug,Minor,0,5,4,638.5000,12,1
0,Story,Minor,0,5,,,13,1
325,Story,Minor,0,1,,,22,1
2650,Story,Minor,0,5,8,376.7500,13,1
65,Story,Minor,0,1,1,94.0000,13,1
0,Story,Minor,0,5,,,13,1
2885,Bug,Minor,0,5,3,111.0000,14,1
5825,Bug,Minor,0,3,2,38.0000,36,1
143,Improvement,Minor,0,2,1,160.0000,36,1
460,Improvement,Major,0,4,1,58.0000,16,1
4953,Bug,Trivial,0,2,1,8.0000,16,1
327,Story,Minor,1,5,2,92.0000,18,1
0,Improvement,Minor,0,1,,,19,1
0,Improvement,Minor,0,1,,,19,1
302,Improvement,Minor,0,1,2,82.0000,19,1
759,Improvement,Minor,0,2,1,70.0000,19,1
36,Story,Major,0,4,,,19,1
35,Story,Minor,0,2,1,188.0000,20,1
99,Story,Minor,0,1,4,91.2500,90,1
0,Improvement,Minor,0,8,,,21,1
0,Improvement,Minor,0,4,,,21,1
0,Improvement,Minor,0,4,1,8.0000,21,1
366,Improvement,Minor,0,1,2,1045.5000,30,1
469,Story,Minor,0,8,4,95.0000,22,1
167,Improvement,Minor,0,1,4,143.2500,91,1
196,Story,Major,0,5,2,111.5000,22,1
585,Story,Major,0,8,,,31,1
0,Bug,Minor,0,5,2,275.5000,22,1
294,Story,Minor,0,3,1,9.0000,22,1
4966,Bug,Minor,0,4,3,281.0000,23,1
297,Story,Minor,0,1,3,105.0000,2,1
5587,Bug,Critical,0,2,3,248.0000,26,1
94,Improvement,Minor,0,1,2,40.0000,5,1
866,Improvement,Minor,0,1,3,257.6667,26,1
700,Bug,Minor,0,2,2,105.5000,26,1
0,Story,Minor,0,1,2,76.5000,5,1
221,Improvement,Minor,0,2,1,276.0000,27,1
258,Improvement,Minor,0,1,2,81.5000,6,1
152,Story,Minor,0,1,1,55.0000,49,1
139,Story,Major,0,2,2,219.0000,27,1
109,Story,Major,0,3,3,97.6667,28,1
0,Story,Minor,0,6,2,84.0000,37,1
0,Story,Minor,0,4,4,126.7500,28,1
0,Story,Major,0,6,2,35.5000,28,1
62,Story,Minor,0,8,5,92.0000,69,1
356,Story,Minor,0,1,1,70.0000,7,1
0,Story,Major,0,3,2,80.5000,28,1
0,Story,Minor,0,6,3,64.0000,28,1
83,Story,Minor,0,3,4,80.2500,160,1
0,Story,Minor,0,6,2,81.0000,28,1
582,Bug,Minor,0,1,1,70.0000,7,1
437,Bug,Minor,0,2,8,381.6250,28,1
669,Improvement,Minor,0,3,3,85.6667,29,1
483,Improvement,Minor,0,1,2,39.5000,9,1
140,Story,Minor,0,3,3,60.6667,9,1
404,Story,Trivial,0,1,1,94.0000,9,1
404,Story,Minor,0,3,3,77.3333,11,1
60,Story,Minor,0,3,2,76.5000,11,1
584,Improvement,Minor,0,3,2,82.0000,12,1
342,Improvement,Minor,0,4,2,244.5000,13,1
177,Improvement,Minor,0,1,1,109.0000,13,1
438,Improvement,Major,0,5,2,84.5000,75,1
205,Improvement,Major,0,2,1,94.0000,13,1
100,Story,Minor,0,3,1,94.0000,13,1
275,Bug,Minor,0,5,1,268.0000,34,1
373,Improvement,Minor,0,2,2,82.0000,14,1
3187,Bug,Major,0,3,2,93.5000,14,1
62,Bug,Minor,0,8,1,94.0000,57,1
1744,Bug,Minor,0,3,3,59.6667,0,1
127,Bug,Major,0,2,2,82.0000,0,1
4756,Bug,Major,0,4,1,94.0000,15,1
0,Story,Major,0,4,1,94.0000,0,1
1845,Bug,Major,0,4,3,141.3333,0,1
175,Story,Minor,0,3,4,148.5000,1,1
160,Story,Minor,0,8,1,94.0000,37,1
111,Story,Critical,0,3,1,94.0000,1,1
259,Story,Minor,0,4,,,1,1
129,Bug,Minor,0,1,2,81.5000,1,1
606,Story,Major,0,5,2,102.0000,38,1
54,Story,Minor,0,2,4,201.2500,2,1
259,Story,Major,0,2,2,91.0000,3,1
108,Story,Minor,0,3,2,86.5000,3,1
387,Improvement,Minor,0,3,5,98.6000,3,1
489,Improvement,Minor,0,3,5,92.6000,3,1
11476,Bug,Major,0,2,10,261.5000,39,1
390,Bug,Minor,0,3,4,161.0000,3,1
124,Bug,Minor,0,2,7,134.7143,4,1
32,Story,Minor,0,2,3,128.6667,4,1
176,Story,Major,0,4,16,257.4375,4,1
248,Bug,Major,0,3,3,44.0000,4,1
463,Story,Major,0,2,2,222.5000,4,1
230,Bug,Minor,0,3,4,118.7500,4,1
99,Bug,Minor,0,3,4,131.7500,4,1
285,Improvement,Critical,0,2,1,94.0000,4,1
211,Improvement,Critical,0,1,3,81.6667,4,1
587,Improvement,Major,0,10,2,225.0000,19,1
262,Improvement,Major,0,10,2,186.5000,19,1
593,Bug,Minor,0,3,1,327.0000,4,1
259,Bug,Critical,0,3,1,304.0000,4,1
49,Story,Major,0,5,2,235.0000,98,1
185,Bug,Critical,0,3,1,113.0000,5,1
3117,Story,Minor,0,2,1,508.0000,5,1
3864,Story,Minor,0,4,2,81.5000,5,1
0,Story,Minor,0,4,2,112.0000,5,1
0,Improvement,Minor,0,4,3,64.3333,41,1
204,Bug,Major,0,2,1,8.0000,5,1
70,Story,Minor,0,3,3,74.6667,20,1
272,Bug,Critical,0,3,,,5,1
4543,Bug,Blocker,0,3,,,6,1
159,Story,Minor,0,1,,,6,1
0,Story,Minor,0,2,1,69.0000,6,1
0,Story,Minor,0,2,1,94.0000,21,1
287,Story,Minor,0,4,1,518.0000,6,1
523,Story,Minor,0,8,2,75.5000,42,1
62,Story,Minor,0,3,3,278.0000,193,1
0,Story,Minor,0,4,1,94.0000,22,1
162,Story,Major,0,3,2,85.5000,84,1
109,Story,Minor,0,3,2,102.5000,7,1
0,Story,Minor,0,3,1,94.0000,7,1
158,Story,Minor,0,2,1,69.0000,7,1
59,Story,Minor,0,4,1,48.0000,22,1
0,Story,Minor,0,3,3,49.0000,7,1
244,Story,Minor,0,1,4,397.0000,8,1
108,Story,Critical,0,4,10,154.7000,113,1
587,Bug,Minor,0,3,,,8,1
262,Bug,Minor,0,3,3,58.6667,23,1
186,Bug,Minor,0,1,,,8,1
146,Story,Minor,0,10,1,102.0000,23,1
470,Improvement,Major,0,10,2,66.5000,23,1
1461,Bug,Major,0,1,2,47.0000,8,1
124,Improvement,Minor,0,1,1,362.0000,23,1
760,Bug,Major,0,5,1,42.0000,23,1
0,Story,Minor,0,1,3,78.6667,8,1
153,Story,Minor,0,2,1,91.0000,8,1
53,Story,Major,0,3,1,36.0000,44,1
6444,Bug,Major,0,5,3,73.6667,23,1
451,Bug,Minor,0,1,2,102.0000,24,1
278,Bug,Minor,0,1,3,75.6667,24,1
233,Story,Minor,0,2,1,59.0000,11,1
167,Story,Minor,0,2,2,71.0000,11,1
3604,Bug,Minor,0,1,1,94.0000,26,1
198,Story,Minor,1,3,,,11,1
249,Story,Minor,0,2,,,12,1
0,Story,Minor,0,2,1,121.0000,12,1
105,Improvement,Minor,0,4,2,79.5000,12,1
182,Story,Minor,0,4,,,12,1
0,Story,Minor,0,4,1,293.0000,12,1
0,Story,Minor,0,4,1,415.0000,12,1
364,Story,Minor,0,5,,,12,1
21,Story,Major,0,2,1,1222.0000,12,1
472,Story,Minor,0,2,2,69.5000,49,1
135,Story,Minor,0,2,2,107.5000,28,1
913,Story,Minor,0,4,2,95.0000,90,1
